id	surface	path_or_key	def	current_value	source_layer	readers	live_path	proposed_disposition	reason
C0008	decision-literal	OrderExecutor absolute-cap dynamic multiplier	core/OrderExecutor.js:3118	2.5 (else 1)	code-literal	OrderExecutor.js:3119-3121	yes	MOVE-TO-SETTINGS	reuses the 2.5x cap constant from same sizing rule
C0009	decision-literal	OrderExecutor confidenceMultiplier init default	core/OrderExecutor.js:3105	1.0	code-literal	OrderExecutor.js:3114,3131	yes	KEEP-AS-CODE-CONSTANT	no-op multiplier when dynamic sizing disabled
C0010	constructor-literal	DynamicPositionSizer.basePositionPercent	core/DynamicPositionSizer.js:57-59	0.01	constructor-default	DynamicPositionSizer.js:121,235	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0011	constructor-literal	DynamicPositionSizer.maxPositionPercent	core/DynamicPositionSizer.js:61-63	0.05	constructor-default	DynamicPositionSizer.js:238-239	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0012	constructor-literal	DynamicPositionSizer.confidenceCurve[0]	core/DynamicPositionSizer.js:71	{0.00, 0.25}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0013	constructor-literal	DynamicPositionSizer.confidenceCurve[1]	core/DynamicPositionSizer.js:72	{0.50, 0.50}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0014	constructor-literal	DynamicPositionSizer.confidenceCurve[2]	core/DynamicPositionSizer.js:73	{0.60, 1.00}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0015	constructor-literal	DynamicPositionSizer.confidenceCurve[3]	core/DynamicPositionSizer.js:74	{0.75, 1.50}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0016	constructor-literal	DynamicPositionSizer.confidenceCurve[4]	core/DynamicPositionSizer.js:75	{0.90, 2.50}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0017	constructor-literal	DynamicPositionSizer.confidenceCurve[5]	core/DynamicPositionSizer.js:76	{1.00, 2.50}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0018	constructor-literal	DynamicPositionSizer.volatilityCurve[0]	core/DynamicPositionSizer.js:85	{0.00, 1.50}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0019	constructor-literal	DynamicPositionSizer.volatilityCurve[1]	core/DynamicPositionSizer.js:86	{0.15, 1.20}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0020	constructor-literal	DynamicPositionSizer.volatilityCurve[2]	core/DynamicPositionSizer.js:87	{0.30, 1.00}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0021	constructor-literal	DynamicPositionSizer.volatilityCurve[3]	core/DynamicPositionSizer.js:88	{0.60, 0.80}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0022	constructor-literal	DynamicPositionSizer.volatilityCurve[4]	core/DynamicPositionSizer.js:89	{1.00, 0.60}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0023	constructor-literal	DynamicPositionSizer.volatilityCurve[5]	core/DynamicPositionSizer.js:90	{2.00, 0.40}	constructor-default	_interpolateCurve	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0024	constructor-literal	DynamicPositionSizer.patternMultipliers (5 keys)	core/DynamicPositionSizer.js:98-104	1.00 x5	constructor-default (neutralized pending Fix 18)	calculate() L213-214	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0025	constructor-literal	DynamicPositionSizer.useHalfKelly	core/DynamicPositionSizer.js:111	false (hardcoded, no options override)	code-literal	calculate() L218	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0026	constructor-literal	DynamicPositionSizer.kellyMinSamples	core/DynamicPositionSizer.js:112	20	constructor-default	calculate() L220, _halfKelly L332	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0027	decision-literal	DynamicPositionSizer._halfKelly cap	core/DynamicPositionSizer.js:347	3.0x	code-literal	_halfKelly	none	HOLD-NEEDS-OWNER	S11 unwired; SETTINGS if ever wired
C0028	constructor-literal	DynamicTrailingStop.atrMultiplier	core/exit/DynamicTrailingStop.js:41	2.0	constructor-default (env TRAIL_ATR_MULTIPLIER override)	calculateTrailDistance L104	none	HOLD-NEEDS-OWNER	spec 1.6 named family; class unwired (only test instantiates); stop-6 exit-style B dependency
C0029	constructor-literal	DynamicTrailingStop.minActivation	core/exit/DynamicTrailingStop.js:45	1.5	constructor-default (env TRAIL_MIN_ACTIVATION)	check() L185	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0030	constructor-literal	DynamicTrailingStop.trendWidenMultiplier	core/exit/DynamicTrailingStop.js:48	1.5	constructor-default (env TRAIL_TREND_WIDEN)	calculateTrailDistance L119	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0031	constructor-literal	DynamicTrailingStop.structureTightenMultiplier	core/exit/DynamicTrailingStop.js:51	0.5	constructor-default (env TRAIL_STRUCTURE_TIGHTEN)	calculateTrailDistance L139-140	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0032	constructor-literal	DynamicTrailingStop.minTrailPercent	core/exit/DynamicTrailingStop.js:54	0.3	constructor-default	calculateTrailDistance L160	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0033	constructor-literal	DynamicTrailingStop.maxTrailPercent	core/exit/DynamicTrailingStop.js:57	3.0	constructor-default	calculateTrailDistance L160	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0034	constructor-literal	DynamicTrailingStop.roundNumberProximity	core/exit/DynamicTrailingStop.js:60	0.5	constructor-default	calculateTrailDistance L152	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0035	decision-literal	DynamicTrailingStop profit-ratchet threshold/floor/rate	core/exit/DynamicTrailingStop.js:128-129	3.0 / 0.6 / 0.1	code-literal	calculateTrailDistance	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0036	decision-literal	DynamicTrailingStop structure-proximity distance window	core/exit/DynamicTrailingStop.js:137	1.0%	code-literal	calculateTrailDistance	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0037	decision-literal	DynamicTrailingStop round-number list	core/exit/DynamicTrailingStop.js:148	[1000,5000,10000]	code-literal	calculateTrailDistance	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0038	decision-literal	DynamicTrailingStop round-number tighten factor	core/exit/DynamicTrailingStop.js:153	0.7	code-literal	calculateTrailDistance	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0039	decision-literal	DynamicTrailingStop.check exit confidence	core/exit/DynamicTrailingStop.js:209	100	code-literal	check()	none	HOLD-NEEDS-OWNER	spec 1.6 named family; stop-6 exit-style B dependency
C0040	decision-literal	StopLossChecker.check exit confidence	core/exit/StopLossChecker.js:51	100	code-literal	ExitContractManager.js:373-374	yes	HOLD-NEEDS-OWNER	not in sort table; confidence literal on live stop path
C0041	decision-literal	TakeProfitChecker.check exit confidence	core/exit/TakeProfitChecker.js:30	100	code-literal	instantiated ExitContractManager.js:262 but .check() never called	none	HOLD-NEEDS-OWNER	constructed but dead; TP handled by ProfitExitPlanner instead
C0042	decision-literal	TrailingStopChecker.activationThreshold default	core/exit/TrailingStopChecker.js:58	0	code-literal	check()	none	HOLD-NEEDS-OWNER	entire file is dead code (zero requires repo-wide)
C0043	decision-literal	TrailingStopChecker.check exit confidence	core/exit/TrailingStopChecker.js:80	100	code-literal	check()	none	HOLD-NEEDS-OWNER	entire file is dead code
C0044	decision-literal	BreakEvenManager.isTriggered risk fallback	core/exit/BreakEvenManager.js:84	??1.0	code-literal	isTriggered()	none	HOLD-NEEDS-OWNER	dead method on a live class (isTriggered never called)
C0045	constructor-literal	BreakEvenManager.getBreakEvenPrice feeBufferPercent default	core/exit/BreakEvenManager.js:108	null (falls to getFeeBufferPercent)	default-param	getBreakEvenPrice()	none	HOLD-NEEDS-OWNER	dead method on a live class
C0046	decision-literal	MaxHoldChecker.check exit confidence	core/exit/MaxHoldChecker.js:47	80	code-literal	ExitContractManager.js:377-378	yes	HOLD-NEEDS-OWNER	not in sort table; confidence literal on live max-hold path
C0047	decision-literal	ExitContractManager volatility widen threshold	core/ExitContractManager.js:1017	??5.0	code-literal shadowing ConfigLoader exits.volatilityThreshold	createExitContract L1020	yes	HOLD-NEEDS-OWNER	not in sort table; SL/TP widening on high-vol entries
C0048	decision-literal	ExitContractManager volatility SL multiplier	core/ExitContractManager.js:1018	??1.15	code-literal shadowing ConfigLoader exits.volatilitySlMultiplier	createExitContract L1023	yes	HOLD-NEEDS-OWNER	not in sort table; widens stop-loss under high vol
C0049	decision-literal	ExitContractManager volatility TP multiplier	core/ExitContractManager.js:1019	??1.20	code-literal shadowing ConfigLoader exits.volatilityTpMultiplier	createExitContract L1026	yes	HOLD-NEEDS-OWNER	not in sort table; widens take-profit under high vol
C0050	decision-literal	ExitContractManager rsi2_exit_long validity bounds	core/ExitContractManager.js:978	(50,100) exclusive	code-literal	createExitContract	yes	HOLD-NEEDS-OWNER	not in sort table; gates whether custom RSI exit accepted
C0051	decision-literal	ExitContractManager rsi2_exit_long default period	core/ExitContractManager.js:525	2	code-literal	checkInvalidationConditions()	yes	HOLD-NEEDS-OWNER	not in sort table; fallback period for RSI exit qualification
C0052	decision-literal	ExitContractManager sr_level_broken thresholds	core/ExitContractManager.js:537,540	0.995 / 1.005	code-literal	checkInvalidationConditions()	yes	HOLD-NEEDS-OWNER	not in sort table; S/R invalidation qualification
C0053	decision-literal	ExitContractManager sweep_invalidated threshold	core/ExitContractManager.js:556	0.99	code-literal	checkInvalidationConditions()	yes	HOLD-NEEDS-OWNER	not in sort table; sweep-box invalidation qualification
C0054	decision-literal	ExitContractManager stopLossPercent sign convention	core/ExitContractManager.js:953	-1 *	code-literal	createExitContract	yes	KEEP-AS-CODE-CONSTANT	pure sign-flip mechanic, not tunable magnitude
C0055	decision-literal	ExitContractManager default timeframe fallback	core/ExitContractManager.js:942	'15m'	code-literal	createExitContract	yes	HOLD-NEEDS-OWNER	not in sort table; selects which timeframe SL/TP/trail/maxHold applies
C0056	decision-literal	ExitContractManager breakeven fee-buffer fallback	core/ExitContractManager.js:837	??0	code-literal shadowing ConfigLoader exitLogic.trail.feeBufferPercent	_updateBreakevenStopState	yes	HOLD-NEEDS-OWNER	not in sort table; breakeven stop placement
C0057	decision-literal	PatternMemoryBank.computeScore sample-confidence denominator	core/PatternMemoryBank.js:641	log1p(50)	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9; superseded by UnifiedPatternMemory, trai_core only test-required
C0058	decision-literal	PatternMemoryBank.computeScore recency decay start	core/PatternMemoryBank.js:644-645	30 days	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0059	decision-literal	PatternMemoryBank.computeScore recency decay floor	core/PatternMemoryBank.js:645	0.5	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0060	decision-literal	PatternMemoryBank.computeScore recency decay divisor	core/PatternMemoryBank.js:645	60 (days)	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0061	decision-literal	PatternMemoryBank.computeScore variance-penalty stdDev gate	core/PatternMemoryBank.js:652	2	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0062	decision-literal	PatternMemoryBank.computeScore variance-penalty rate	core/PatternMemoryBank.js:652	0.1	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0063	decision-literal	PatternMemoryBank.computeScore winRate-penalty multiplier	core/PatternMemoryBank.js:656	2	code-literal	computeScore()	none	HOLD-NEEDS-OWNER	stop 9
C0064	decision-literal	PatternMemoryBank.updateStatus DEAD age threshold	core/PatternMemoryBank.js:688	60 days	code-literal	updateStatus()	none	HOLD-NEEDS-OWNER	stop 9
C0065	decision-literal	PatternMemoryBank.updateStatus DEAD score threshold	core/PatternMemoryBank.js:689	-0.5	code-literal	updateStatus()	none	HOLD-NEEDS-OWNER	stop 9
C0066	decision-literal	UnifiedPatternMemory exact-match insufficient-data neutral confidence	core/UnifiedPatternMemory.js:417	0.5	code-literal	getConfidence() via EnhancedPatternChecker to TradingLoop.js:2133	yes	HOLD-NEEDS-OWNER	stop 9
C0067	decision-literal	UnifiedPatternMemory DTW insufficient-data neutral confidence	core/UnifiedPatternMemory.js:444	0.5	code-literal	getConfidence()	yes	HOLD-NEEDS-OWNER	stop 9
C0068	decision-literal	UnifiedPatternMemory DTW similarity confidence-scaling anchor	core/UnifiedPatternMemory.js:454	0.5	code-literal	getConfidence()	yes	HOLD-NEEDS-OWNER	stop 9
C0069	decision-literal	UnifiedPatternMemory DTW sparse-pattern skip	core/UnifiedPatternMemory.js:566	totalTrades&lt;3	code-literal	_findDTWMatch()	yes	HOLD-NEEDS-OWNER	stop 9
C0070	decision-literal	UnifiedPatternMemory DTW similarity divisor (_findDTWMatch)	core/UnifiedPatternMemory.js:571	1.8	code-literal	_findDTWMatch()	yes	HOLD-NEEDS-OWNER	stop 9
C0071	decision-literal	UnifiedPatternMemory prune sparse+old delete	core/UnifiedPatternMemory.js:596	totalTrades&lt;3	code-literal	prune() (periodic saveTimer)	yes	HOLD-NEEDS-OWNER	stop 9
C0072	decision-literal	UnifiedPatternMemory prune stale-multiple	core/UnifiedPatternMemory.js:603	2x maxAge	code-literal	prune()	yes	HOLD-NEEDS-OWNER	stop 9
C0073	decision-literal	UnifiedPatternMemory.evaluatePattern direction thresholds	core/UnifiedPatternMemory.js:1119-1120	0.6 buy / 0.4 sell	code-literal	evaluatePattern() via EnhancedPatternChecker	yes	HOLD-NEEDS-OWNER	stop 9
C0074	decision-literal	UnifiedPatternMemory.evaluatePattern quality divisor	core/UnifiedPatternMemory.js:1126	10 (totalTrades/10)	code-literal	evaluatePattern()	yes	HOLD-NEEDS-OWNER	stop 9
C0075	constructor-literal	UnifiedPatternMemory.findSimilarPatterns default threshold/limit	core/UnifiedPatternMemory.js:1141	0.8 / 5	default-param	findSimilarPatterns() (only dead wrapper calls)	none	HOLD-NEEDS-OWNER	stop 9
C0076	decision-literal	UnifiedPatternMemory.findSimilarPatterns similarity divisor	core/UnifiedPatternMemory.js:1160	1.8	code-literal	findSimilarPatterns()	none	HOLD-NEEDS-OWNER	stop 9
C0077	decision-literal	UnifiedPatternMemory outcomes trim window	core/UnifiedPatternMemory.js:374-376	20	code-literal	_applyDecay() consumes trimmed array	yes	HOLD-NEEDS-OWNER	stop 9; bounds decay sample window
C0078	constructor-literal	EnhancedPatternChecker.similarityThreshold	core/EnhancedPatternRecognition.js:384	0.75	constructor-default	options merge in evaluatePattern (run-empire-v2.js:600, TradingLoop.js:2133)	yes	HOLD-NEEDS-OWNER	stop 9
C0079	constructor-literal	EnhancedPatternChecker.minTradeHistory	core/EnhancedPatternRecognition.js:385	2	constructor-default	never read anywhere in file	none	HOLD-NEEDS-OWNER	stop 9; dead field
C0080	constructor-literal	EnhancedPatternChecker.confidenceThreshold	core/EnhancedPatternRecognition.js:386	0.45	constructor-default	evaluatePattern() L608	yes	HOLD-NEEDS-OWNER	stop 9
C0081	decision-literal	FLAT_CANDLE_WICK_RATIO_QUESTION_DEFAULT	core/EnhancedPatternRecognition.js:44	0.5	code-literal (config-question default)	FeatureExtractor.extract L240	yes	HOLD-NEEDS-OWNER	stop 9; feeds pattern feature vector
C0082	decision-literal	DEFAULT_PATTERN_QUALITY_QUESTION_DEFAULT	core/EnhancedPatternRecognition.js:45	0.3	code-literal (config-question default)	analyzePatterns() L451	yes	HOLD-NEEDS-OWNER	stop 9
C0083	decision-literal	FeatureExtractor volatility normalization divisor	core/EnhancedPatternRecognition.js:228	0.05	code-literal	FeatureExtractor.extract	yes	HOLD-NEEDS-OWNER	stop 9; scales vol feature in pattern signature
C0084	decision-literal	findBestDTWMatch whole-function literals	core/EnhancedPatternRecognition.js:75-141	8, 2, 250, 20, 1.8, 0.62	code-literal	never called, not exported	none	HOLD-NEEDS-OWNER	stop 9; entire function dead
C0085	decision-literal	getPatternHistory decay literals	core/EnhancedPatternRecognition.js:484,499,513-514	0.9, 0.01, 0.01, 0.1	code-literal	never called externally	none	HOLD-NEEDS-OWNER	stop 9; entire method dead
C0086	decision-literal	applyTimeDecay rate + floor	core/EnhancedPatternRecognition.js:572,580	0.01, 0.1	code-literal	never called externally	none	HOLD-NEEDS-OWNER	stop 9; entire method dead
C0087	decision-literal	evaluatePatternFastPath bundle	core/EnhancedPatternRecognition.js:621-667	2, 3, 0.7, 0.3, 0.1	code-literal	scalperMode/fastPath flag never set anywhere	none	HOLD-NEEDS-OWNER	stop 9; unreachable branch
C0088	constructor-literal	EnhancedPatternChecker.findSimilarPatterns wrapper defaults	core/EnhancedPatternRecognition.js:688	0.8 / 5	default-param	never called externally	none	HOLD-NEEDS-OWNER	stop 9; dead wrapper
C0089	constructor-literal	MarketRegimeDetector.lookbackPeriod	core/MarketRegimeDetector.js:40	100	constructor-default	updateMarketData()	none	HOLD-NEEDS-OWNER	orphan class never instantiated repo-wide; regime weighting never runs
